orderDetailID,orderHeaderID,productID,quantity,unit_price
196,1679,929,2,1763.58
197,19627,225,7,42.66
198,21021,554,8,516.82
199,1060,740,4,638.4
200,23053,269,10,1198.33
201,29856,910,4,476.05
202,16199,186,2,1852.46
203,9915,371,2,1926.81
204,27891,869,4,1172.81
205,19542,235,4,1971.5
206,22300,122,5,345.48
207,10818,424,10,235.1
208,10922,833,10,814.48
209,9790,389,10,1592.39
210,16313,926,9,1180.51
211,11253,117,9,1261.71
212,2694,466,7,1917.75
213,29468,429,6,1198.03
214,29724,869,10,870.07
215,13932,442,5,1570.72
216,3628,39,4,1530.98
217,25940,908,2,1894.23
218,16158,162,4,1230.38
219,10174,621,7,34.55
220,21835,526,1,670.95
221,18048,166,3,845.81
222,26106,912,4,1452.9
223,10231,874,7,1191.5
224,15708,445,3,1272.62
225,21977,443,4,533.62
226,11495,331,1,1659.43
227,26814,993,1,643.46
228,23777,335,10,1433.06
229,1307,112,3,528.16
230,28606,746,7,1267.12
231,6777,714,6,1019.09
232,27252,835,5,262.31
233,29645,139,8,611.94
234,22249,779,8,1084.98
235,9475,784,4,880.94
236,7527,166,10,810.62
237,25286,414,6,1448.79
238,21960,169,1,1434.54
239,5531,769,10,1986.12
240,29321,124,10,249.22
241,20798,550,9,500.37
242,3749,882,5,580.4
243,13546,761,8,621.69
244,29356,749,10,665.8
245,664,98,10,1135.11
246,1999,60,1,99.77
247,7995,19,4,934.04
248,28022,124,2,1418.23
249,28320,226,2,1451.65
250,17880,955,2,1107.8
251,3305,612,2,1842.42
252,20148,324,8,386.69
253,21617,906,6,1971.95
254,18238,17,9,340.34
255,13809,760,2,690.52
256,6586,80,1,108.02
257,29236,597,8,1924.37
258,17676,860,10,1164.06
259,19966,456,3,1352.02
260,11650,541,3,1920.76
261,23939,646,8,1513.81
262,23665,990,5,1958.59
263,1637,706,8,1069.85
264,20081,631,2,1442.36
265,27576,378,10,317.88
266,27729,879,9,89.22
267,17083,191,2,892.84
268,26737,927,9,184.43
269,28674,665,10,1005.82
270,4738,855,6,709.71
271,14556,491,5,375.48
272,13878,405,7,1969.86
273,855,272,7,1880.51
274,24549,644,4,561.12
275,5856,875,7,858.5
276,7393,430,3,1338.67
277,22913,520,3,1056.91
278,28051,646,7,1824.69
279,13950,893,1,1975.29
280,21634,384,8,129.22
281,21557,821,2,901.7
282,18092,887,1,757.98
283,27354,192,6,109.58
284,5792,603,4,1823.73
285,26310,435,7,316.29
286,21920,761,3,79.17
287,4932,996,2,196.45
288,19895,764,4,878.35
289,203,996,4,824.38
290,11448,63,4,1810.39
291,20603,216,3,43.58
292,12689,134,7,1849.67
293,25343,958,5,811.82
294,4390,619,4,443.44
295,2328,161,5,1954.86
296,8005,258,7,1828.81
297,19316,425,4,1260.17
298,7778,528,10,184.14
299,198,358,5,1545.05
300,23510,375,6,159.17
301,1931,571,6,524.05
302,11775,9,7,1210.88
303,15088,197,10,74.78
304,22672,117,3,598.57
305,25185,10,8,719.58
306,27849,862,5,107.6
307,9340,519,1,1133.61
308,20667,349,4,1352.26
309,11590,706,4,193.35
310,18896,404,8,753.91
311,15709,635,10,641.31
312,26371,575,9,985.07
313,17044,4,3,1865.85
314,2812,796,10,980.63
315,23483,328,1,10.45
316,14244,762,8,77.18
317,6547,512,9,685.72
318,25946,931,4,213.73
319,1987,130,5,599.34
320,8339,937,4,1282.26
321,11412,924,4,520.74
322,2912,587,3,233.97
323,1735,484,10,1404.06
324,18228,841,4,1834.86
325,8681,358,9,1821.55
326,19361,385,7,1307.31
327,18344,254,6,374.2
328,5760,923,9,1747.04
329,23079,835,2,1524.72
330,2386,167,4,1678.6
331,11112,713,9,301.5
332,4737,680,8,970.82
333,1803,796,1,1068.38
334,8156,469,9,1551.29
335,8121,860,10,654.64
336,6617,493,2,696.43
337,14258,920,1,1772.32
338,14487,338,2,1482.01
339,21919,51,10,1280.06
340,20446,56,6,246.22
341,27946,73,2,142.47
342,16647,794,1,1293.01
343,14076,600,5,1028.15
344,22672,52,2,1969.17
345,25200,125,4,1705.04
346,9209,262,8,1142.32
347,16372,955,10,242.97
348,11836,885,6,201.01
349,13169,780,8,926.11
350,2050,575,5,302.94
351,5424,548,2,1371.95
352,14590,521,1,99.07
353,28300,330,8,1987.7
354,20933,323,1,1891.96
355,19493,241,10,1210.13
356,29856,285,9,400.08
357,28667,839,4,568.15
358,7159,602,6,592.39
359,10249,264,6,376.71
360,7401,299,3,224.38
361,19555,205,1,1327.82
362,9875,291,6,1496.95
363,15152,211,10,492.53
364,18640,366,5,1518.16
365,1155,790,4,334.11
366,4500,464,9,469.78
367,6296,719,4,1569.78
368,22582,322,1,1955.52
369,27768,358,10,1556.84
370,26273,917,6,398.82
371,12184,94,7,599.41
372,29300,711,1,1281.16
373,12875,863,9,1909.68
374,18033,169,10,1989.35
375,5540,297,2,1177.27
376,9638,945,7,875.68
377,20584,739,8,487.4
378,28500,516,8,157.01
379,24830,98,1,617.82
380,15587,705,10,1121.93
381,27760,778,1,1279.5
382,2558,350,10,665.03
383,5593,736,4,1919.29
384,16483,579,2,193.22
385,2201,650,10,1420.43
386,14173,841,4,757.08
387,2962,401,6,1560.17
388,14208,751,3,1670.3
389,21358,451,10,1451.65
390,20818,475,3,1143.95
391,11970,821,1,159.46
392,2870,419,5,285.79
393,27811,4,7,1195.88
394,28368,324,6,1929.01
395,17341,369,4,1061.49
396,13993,864,6,1801.09
397,28644,614,3,1851.77
398,24737,395,3,244.66
399,5700,556,7,915.14
400,23329,119,9,1506.86
401,20878,700,1,820.1
402,25877,743,4,590.54
403,21296,966,10,1828.58
404,3988,190,5,1196.43
405,26104,995,2,1258.16
406,22400,622,10,1399.15
407,13447,416,3,1945.84
408,1219,814,5,1232.68
409,20881,791,8,37.34
410,4736,106,3,1932.84
411,11297,165,3,458.34
412,27312,638,6,1922.98
413,4556,346,8,796.73
414,9147,98,1,1719.11
415,8051,486,7,805.07
416,12758,331,7,1261.98
417,19831,370,3,806.51
418,17430,442,3,1479.06
419,6894,120,9,1611.97
420,18078,853,10,1698.13
421,14374,299,1,449.67
422,14566,856,1,1661.99
423,3437,143,2,810.93
424,8755,707,6,1215.77
425,10678,642,8,129.45
426,5896,967,10,1201.31
427,19739,901,1,1650.09
428,16610,949,1,569.47
429,15637,941,2,925.83
430,21278,616,7,1643.89
431,7023,93,4,604.08
432,9152,297,1,1838.91
433,5601,447,8,313.17
434,29125,480,4,953.79
435,27644,734,7,1269.65
436,7997,712,8,945.41
437,9008,800,1,828.24
438,12947,874,2,1275.29
439,24068,258,2,1776.83
440,4643,522,5,1327.03
441,29888,683,5,1250.09
442,11313,375,6,1491.51
443,7680,427,2,810.96
444,8209,101,8,39.63
445,23724,622,1,1878.15
446,25820,759,9,616.02
447,18590,835,5,1537.51
448,10717,244,10,1180.7
449,17454,23,8,1389.95
450,3445,354,8,1636.51
451,10758,466,2,987.68
452,14435,225,9,72.96
453,1061,865,6,1926.73
454,18712,444,3,1606.77
455,3421,977,1,1286.5
456,302,774,9,1777.96
457,12469,269,3,1848.05
458,16991,533,1,1755.19
459,19555,991,5,289.12
460,700,314,8,1459.01
461,21473,120,7,641.32
462,25716,981,5,89.5
463,191,481,2,561.35
464,10493,924,2,1310.99
465,17365,120,3,1826.04
466,2976,710,6,1383.09
467,6103,136,4,1165.47
468,17569,77,9,670.74
469,19712,354,3,446.89
470,19779,58,6,1105.37
471,24704,936,4,970.2
472,26642,86,1,1371.91
473,1817,1,1,1077.65
474,22239,77,8,834.66
475,23094,961,3,1695.49
476,570,522,2,1591.25
477,5443,444,1,1627.89
478,1896,581,8,186.74
479,19118,148,9,302.64
480,3864,574,1,404.83
481,12914,525,8,1820.27
482,7456,186,1,726.71
483,4015,677,10,1311.85
484,11094,522,2,89.51
485,18071,771,1,1467.72
486,3010,162,2,1527.33
487,24191,290,2,1492.45
488,16539,926,5,91.71
489,10730,421,10,201.07
490,1410,196,3,1486.48
491,12250,34,1,1255.56
492,785,672,10,731.27
493,27752,597,2,1110.92
494,8097,570,4,12.24
495,7561,873,7,865.2
496,12534,408,1,338.24
497,7344,777,5,1932.13
498,7207,297,2,637.27
499,21981,920,8,1595.11
500,5802,537,2,258.73
501,19191,36,4,364.29
502,16922,264,6,1397.62
503,5987,382,9,1547.09
504,18226,114,10,1798.0
505,29593,617,4,1390.34
506,10648,605,4,1416.63
507,8717,601,7,469.02
508,23356,443,1,1892.11
509,22010,163,5,1426.96
510,19335,38,5,358.99
511,24377,92,1,1299.68
512,12324,631,6,1620.17
513,4781,723,9,929.28
514,28692,672,7,678.5
515,2369,101,2,1720.09
516,12040,881,4,1710.29
517,6656,507,8,1571.61
518,8174,179,1,413.79
519,4496,284,6,1122.15
520,10894,952,3,882.97
521,25548,355,3,1396.69
522,22387,904,1,1790.82
523,22999,297,8,497.51
524,25743,886,5,623.53
525,13404,535,1,476.82
526,13122,950,5,1514.65
527,22304,488,5,996.46
528,10967,279,9,955.26
529,26559,544,10,993.54
530,854,650,3,619.55
531,20531,593,9,461.53
532,28313,931,8,1608.0
533,20154,355,10,1261.18
534,16959,319,2,1442.73
535,27838,195,9,601.78
536,17533,804,5,349.09
537,22678,93,8,545.42
538,22842,433,8,1786.12
539,23894,558,4,676.97
540,9908,27,1,132.62
541,4778,415,9,982.29
542,29510,162,6,661.52
543,20239,844,2,961.36
544,29750,101,4,1380.24
545,15339,699,10,1910.28
546,2492,950,5,1559.1
547,27237,473,6,991.86
548,15329,706,5,1547.79
549,14600,158,9,482.74
550,19509,492,10,1655.26
551,22076,969,2,1105.6
552,3052,919,3,1625.52
553,15980,9,10,1148.39
554,16389,212,3,666.52
555,21607,439,3,222.53
556,21700,897,6,933.27
557,21254,824,8,1475.52
558,877,679,5,596.51
559,25568,855,6,595.87
560,23412,786,1,1538.52
561,4143,810,10,377.49
562,15203,992,3,816.77
563,6967,111,4,1238.58
564,7080,841,7,742.66
565,7988,203,5,1928.91
566,6800,760,1,1839.43
567,28941,65,3,1898.21
568,4466,715,2,1964.64
569,17020,161,6,1947.04
570,13418,414,5,635.69
571,18078,645,3,1057.53
572,26259,690,2,1568.62
573,21137,705,1,1440.65
574,8312,266,2,528.29
575,17215,572,5,729.82
576,14099,205,5,1876.21
577,28252,667,9,1867.27
578,5178,584,6,1453.24
579,14263,156,3,17.99
580,25946,173,10,1034.82
581,25317,308,3,423.42
582,8309,450,3,1550.72
583,5950,62,8,167.01
584,19223,373,9,1616.56
585,1151,460,3,615.41
586,23945,475,1,746.25
587,1932,381,8,1389.7
588,9205,717,10,462.4
589,18049,572,2,1685.24
590,1082,86,7,1860.51
591,29306,936,7,1976.41
592,16897,143,9,1387.12
593,27426,863,8,1124.01
594,13408,7,9,1782.98
595,7806,295,1,570.57
596,5238,691,3,1067.96
597,16944,739,4,438.22
598,20057,519,3,655.09
599,12776,652,8,1406.16
600,23789,526,7,199.3
601,16245,34,5,974.37
602,13185,890,5,1683.61
603,3344,935,4,994.3
604,13501,752,5,485.68
605,20455,329,5,714.15
606,29376,832,4,1160.14
607,9663,609,5,1247.04
608,16965,780,7,21.22
609,15126,638,9,362.21
610,23389,34,7,1385.02
611,26871,795,1,170.9
612,8131,406,9,1702.72
613,19532,18,3,614.34
614,20634,430,2,1576.52
615,1680,428,10,1684.11
616,3507,914,9,1877.05
617,13285,293,2,1419.04
618,7254,903,10,1724.25
619,19129,580,9,549.15
620,27933,749,5,36.2
621,28622,80,6,1360.56
622,9436,86,7,515.85
623,21573,572,7,1500.74
624,11311,48,4,753.59
625,13297,691,4,1537.42
626,18526,868,5,1524.79
627,13246,84,9,886.0
628,27636,607,10,1719.69
629,29125,308,1,941.12
630,29900,252,8,1918.1
631,11152,481,8,84.58
632,10458,845,7,1086.36
633,23002,180,6,42.1
634,2480,596,3,634.08
635,22869,310,8,926.58
636,29223,937,7,345.71
637,26212,426,8,1629.14
638,29985,486,2,841.48
639,23806,662,8,293.14
640,26334,39,7,587.06
641,4453,279,6,272.0
642,26647,816,9,1088.9
643,5882,625,8,937.74
644,23050,376,5,426.2
645,14070,929,5,1943.2
646,2850,639,9,1320.9
647,27828,41,8,643.03
648,7391,670,4,739.57
649,23290,718,9,1885.17
650,11923,47,6,1157.83
651,2490,484,5,228.31
652,9824,185,10,1613.95
653,27393,72,7,1757.69
654,9208,569,9,1302.28
655,9541,751,1,99.42
656,16365,574,9,594.12
657,4612,342,10,1465.85
658,27664,569,5,509.64
659,19224,964,9,880.72
660,24912,243,5,569.12
661,5879,995,7,208.04
662,29169,328,7,910.23
663,16348,994,9,1256.75
664,25472,636,5,582.19
665,22688,982,7,457.06
666,28123,153,5,253.73
667,852,255,4,1364.91
668,18072,729,1,458.98
669,26508,424,5,864.97
670,6834,232,4,340.87
671,11939,529,1,1233.76
672,2428,592,10,1250.58
673,26145,496,1,1713.66
674,4001,176,5,1970.73
675,5053,551,9,1803.26
676,2739,143,1,1646.53
677,28075,17,8,1767.29
678,22117,249,9,112.32
679,5388,35,10,1524.35
680,8003,801,4,742.35
681,5537,1000,8,380.79
682,13480,999,1,867.59
683,3914,146,4,235.02
684,17451,926,10,539.95
685,24108,727,2,828.47
686,20765,165,10,1176.83
687,10637,111,4,1868.98
688,20492,647,2,152.18
689,5727,74,3,1243.74
690,3374,976,1,157.93
691,12162,668,10,1188.62
692,27123,727,3,1209.32
693,25330,354,7,782.56
694,2083,274,8,108.83
695,27351,943,6,1642.99
696,27473,279,1,677.42
697,28762,660,7,124.26
698,25352,31,3,110.75
699,23133,526,9,179.64
700,16282,535,2,1732.29
701,15306,510,9,950.31
702,9818,514,10,1746.22
703,11262,925,2,1498.9
704,418,178,2,33.05
705,24691,329,4,613.06
706,8809,571,2,1047.07
707,20359,801,7,64.48
708,3268,688,3,1916.84
709,17210,172,4,1819.27
710,24053,396,1,475.59
711,5746,595,10,734.92
712,26093,938,4,1454.94
713,11339,980,4,39.31
714,413,997,4,453.69
715,7544,735,9,1028.16
716,7588,35,3,729.14
717,729,297,7,225.28
718,27925,469,4,1112.02
719,23549,951,1,1645.49
720,27385,495,10,466.17
721,25252,622,3,449.09
722,11658,235,9,146.09
723,5989,909,10,1110.79
724,18889,39,6,812.34
725,2968,219,8,1265.79
726,14528,217,9,74.26
727,19171,706,8,1281.93
728,16049,675,5,1863.93
729,17507,628,6,1644.55
730,20464,840,10,693.89
731,17956,673,2,225.56
732,5074,601,9,1079.22
733,5105,981,6,571.17
734,2144,420,8,26.5
735,26264,653,7,820.28
736,23191,824,10,1082.22
737,7358,174,2,1552.07
738,28709,713,2,1959.56
739,12044,867,5,1733.9
740,3441,814,3,1085.34
741,20151,868,1,1614.39
742,5645,113,10,1659.26
743,10519,879,3,1933.59
744,14553,940,7,497.68
745,2915,174,10,507.42
746,21353,74,9,441.02
747,22302,837,4,1802.88
748,13585,799,8,1369.69
749,12145,637,6,284.04
750,14398,536,4,1922.88
751,8788,32,3,1212.87
752,14192,254,5,9.2
753,729,497,3,876.08
754,17750,113,8,1546.75
755,20877,195,6,624.03
756,699,528,6,1343.87
757,7187,441,7,1437.47
758,14513,489,7,1658.0
759,13924,497,8,1163.01
760,16780,724,5,387.13
761,7401,620,5,1685.24
762,24467,24,6,370.68
763,4172,290,4,919.76
764,4361,896,2,184.48
765,2503,308,2,322.64
766,26396,304,2,387.7
767,17102,855,2,1440.4
768,19167,631,5,443.54
769,21331,693,2,1026.76
770,28154,951,7,1356.54
771,5487,38,4,1102.24
772,8336,386,10,1322.75
773,21365,745,5,1799.45
774,27717,581,2,1931.99
775,23651,82,1,1369.69
776,4492,118,9,377.6
777,23577,821,6,1958.59
778,11131,50,5,145.11
779,21973,669,5,1855.83
780,7652,74,2,906.21
781,20021,695,8,1685.75
782,27799,106,4,683.65
783,1168,701,4,1125.18
784,27193,818,8,287.63
785,1063,784,4,1810.7
786,18541,599,1,603.12
787,24245,862,4,528.31
788,21546,326,10,894.12
789,21690,684,1,734.21
790,11175,764,6,280.13
791,22926,356,2,54.13
792,27871,468,9,645.48
793,4730,656,10,1441.07
794,9349,284,4,382.16
795,23715,185,8,349.14
796,5335,154,2,1066.9
797,8925,854,5,1344.98
798,4331,118,8,1973.73
799,24395,267,1,171.38
800,6802,385,6,929.69
801,4847,837,2,1937.67
802,6732,255,5,1288.21
803,15369,241,1,1302.93
804,23626,171,4,1798.48
805,17338,942,3,683.05
806,2540,617,10,1098.48
807,7057,548,5,939.18
808,11517,578,8,687.24
809,11494,185,9,1766.49
810,1543,902,5,840.15
811,21678,702,9,286.76
812,13965,667,10,314.62
813,17576,893,4,233.63
814,6314,410,5,1491.67
815,27570,739,9,1922.24
816,23323,653,9,487.32
817,19066,588,2,104.1
818,25794,146,5,257.57
819,17925,38,8,1477.73
820,22557,490,1,1595.55
821,27813,262,4,700.16
822,21926,126,8,21.83
823,26963,604,10,1735.27
824,28296,796,2,186.32
825,13808,345,1,310.59
826,9581,261,6,497.3
827,26433,443,6,1273.09
828,17750,975,1,702.23
829,8692,879,3,95.77
830,26257,108,10,1520.99
831,25087,969,8,1109.63
832,7495,557,9,1661.29
833,4313,880,8,136.3
834,1325,437,1,1903.05
835,25732,514,4,210.25
836,26404,945,9,1118.14
837,3142,713,1,1042.62
838,23804,90,4,1784.81
839,19871,215,10,1126.03
840,1811,627,7,560.93
841,6589,319,7,347.9
842,19308,604,7,523.03
843,5302,838,10,544.3
844,26791,698,4,427.11
845,20571,772,8,471.76
846,25290,670,3,1714.81
847,22362,57,9,1741.89
848,28179,559,6,1064.33
849,28711,402,7,1830.22
850,15486,222,9,1012.01
851,11715,475,4,1201.67
852,20653,108,5,1988.03
853,4749,863,1,749.6
854,21234,812,10,1257.01
855,9436,180,8,1369.65
856,3710,177,2,1193.04
857,25658,487,5,633.89
858,23004,414,5,1843.64
859,25032,692,10,1792.71
860,13117,37,4,1903.36
861,25471,575,4,763.25
862,9577,268,2,1776.92
863,10151,785,3,1265.69
864,19457,802,10,1992.32
865,6531,924,2,821.19
866,10189,388,1,15.26
867,14684,354,4,1011.43
868,28862,814,9,1079.97
869,505,270,6,929.92
870,1215,269,8,814.72
871,1532,442,2,443.72
872,28017,305,2,1462.61
873,23961,246,2,1066.51
874,824,178,8,213.15
875,17313,67,1,205.65
876,5030,277,5,1555.57
877,13429,208,4,1173.6
878,16518,307,1,1012.83
879,2106,550,10,446.18
880,3628,631,7,629.99
881,12973,538,1,1631.7
882,22701,518,6,561.74
883,1853,274,1,357.07
884,4911,233,9,1319.8
885,29845,114,3,1540.99
886,20560,134,2,353.87
887,27510,425,7,508.64
888,27861,825,1,68.92
889,28875,690,7,63.63
890,11004,25,9,114.38
891,21733,560,4,119.65
892,25827,280,10,1557.26
893,13844,926,2,1177.82
894,11705,343,4,543.74
895,15762,813,9,232.57
896,6191,811,8,1904.32
897,17641,72,5,748.25
898,19761,952,8,32.41
899,5646,201,7,36.94
900,29839,326,4,429.63
901,19871,33,3,1612.64
902,19969,97,1,1583.41
903,9589,557,3,52.11
904,11830,263,8,405.96
905,8054,874,9,1476.69
906,3331,914,9,150.98
907,19088,70,5,834.3
908,8663,813,4,1921.29
909,24505,293,6,1159.42
910,7115,917,7,864.52
911,13324,730,6,1921.77
912,1354,207,5,1015.41
913,10976,172,2,1205.63
914,11024,758,3,1027.19
915,21448,926,9,1501.93
916,24934,395,7,667.99
917,27596,256,10,308.4
918,23960,264,2,946.44
919,668,901,1,1466.72
920,20853,264,1,935.98
921,29704,517,1,408.67
922,9338,10,6,303.68
923,13660,271,5,1942.18
924,23204,742,7,1843.57
925,28762,312,5,625.37
926,3720,370,9,1927.0
927,19130,567,1,1241.24
928,7484,899,9,619.7
929,540,553,4,613.27
930,27356,650,10,1800.57
931,4965,391,7,744.24
932,28713,959,2,160.4
933,4836,115,3,1480.68
934,20160,575,4,298.65
935,6043,344,5,1383.7
936,14838,410,2,1386.62
937,23487,546,7,1143.0
938,7313,378,6,1148.44
939,5321,764,9,703.73
940,13217,456,7,824.77
941,22517,423,10,246.42
942,24276,444,10,1111.47
943,27085,197,2,1633.92
944,2780,868,3,65.34
945,17309,363,3,1419.17
946,27533,410,8,272.84
947,1582,764,8,1598.44
948,24099,574,3,6.95
949,19709,394,8,158.21
950,12678,737,5,1644.81
951,5714,509,4,542.5
952,23411,868,4,1788.02
953,16640,566,4,1563.34
954,4805,671,1,1284.39
955,18223,294,7,603.04
956,10137,882,10,1679.87
957,10,25,10,391.54
958,19256,237,4,1784.27
959,25374,461,2,1514.06
960,23794,321,1,700.09
961,23803,100,3,352.79
962,29549,740,1,886.42
963,5125,690,5,266.46
964,1016,408,6,973.09
965,26401,155,6,457.65
966,29046,978,6,13.94
967,27713,434,7,1065.53
968,2194,751,1,603.33
969,8416,434,4,1224.17
970,13551,143,10,628.95
971,14513,529,10,1370.43
972,29525,285,9,1335.23
973,23834,5,10,54.89
974,4159,523,2,1378.57
975,29913,720,8,369.99
976,20310,436,7,1642.37
977,6971,418,7,242.41
978,6939,81,3,498.71
979,21169,545,2,1149.43
980,13773,817,2,842.08
981,20385,377,3,1982.89
982,18018,159,3,1440.61
983,10345,786,10,444.47
984,7267,627,2,1468.0
985,8703,217,7,715.78
986,385,773,2,50.16
987,405,670,6,566.88
988,8176,45,5,1882.32
989,15159,632,7,260.58
990,29190,215,7,1146.85
991,12764,511,8,1955.22
992,18385,128,4,1044.01
993,27333,254,10,663.65
994,9861,550,5,1199.11
995,5990,877,10,516.89
996,15107,722,4,1552.33
997,17845,352,7,1726.02
998,23575,606,3,707.77
999,23525,541,10,1546.95
1000,3637,164,2,1671.39
1001,10917,649,4,818.91
1002,4810,535,5,1899.78
1003,20563,131,1,1381.17
1004,13457,598,3,915.97
1005,15445,696,8,1222.96
1006,23630,504,5,996.41
1007,22985,424,1,334.13
1008,5998,749,4,927.24
1009,2049,184,8,1117.44
1010,12339,826,8,325.4
1011,21165,671,2,1783.91
1012,17101,982,9,1195.34
1013,24324,523,10,930.39
1014,21950,554,1,1570.0
1015,4545,235,10,1533.68
1016,4977,131,8,776.94
1017,12776,697,8,896.27
1018,10016,14,6,941.73
1019,26658,814,1,301.69
1020,3420,766,9,1451.31
1021,14431,659,10,358.47
1022,7240,380,3,149.21
1023,26151,60,1,1344.74
1024,14490,927,7,169.2
1025,16634,292,10,1734.28
1026,25250,160,5,665.73
1027,29110,447,2,469.31
1028,10358,538,1,858.31
1029,17155,577,6,968.52
1030,28539,386,1,288.45
1031,4364,70,6,1783.76
1032,10177,382,1,359.24
1033,17462,685,7,1023.56
